sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels
ST12000DM0007,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 12 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",999.9900,,,,seagate-barracuda-pro-hard-drive-12tb-st12000dm0007,,,,/7/1/71-hgtFOPgL._SL1500_.jpg,,/7/1/71-hgtFOPgL._SL1500_.jpg,,/7/1/71-hgtFOPgL._SL1500_.jpg,,/7/1/71-hgtFOPgL._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649117330,item_weight=0.71,mpn=ST12000DM0007,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/7/1/71-hgtFOPgL._SL1500_.jpg,ST12000DM0007_1,,,,,,,,,,,
ST12000DM001,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 12 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",693.0000,,,,seagate-barracuda-pro-hard-drive-12tb-st12000dm001,,,,/S/T/ST12000DM001.jpg,,/S/T/ST12000DM001.jpg,,/S/T/ST12000DM001.jpg,,/S/T/ST12000DM001.jpg,,"8/30/19, 3:34 PM","9/23/19, 3:09 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649121719,item_weight=0.69,mpn=ST12000DM001,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",9.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/S/T/ST12000DM001.jpg,/S/T/ST12000DM001_1.jpg",",ST12000DM001_1",,,,,,,,,,,
ST10000DM0004,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 10 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",535.4500,,,,seagate-barracuda-pro-hard-drive-10tb-st10000dm0004,,,,/7/1/71u5ZHcXcrL._SL1500_.jpg,,/7/1/71u5ZHcXcrL._SL1500_.jpg,,/7/1/71u5ZHcXcrL._SL1500_.jpg,,/7/1/71u5ZHcXcrL._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 3:51 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649089224,item_weight=0.71,mpn=ST10000DM0004,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/7/1/71u5ZHcXcrL._SL1500_.jpg,ST10000DM0004_1,,,,,,,,,,,
ST10000DM001,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 10 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",999.9900,,,,seagate-barracuda-pro-hard-drive-10tb-st10000dm001,,,,/S/T/ST10000DM001.jpg,,/S/T/ST10000DM001.jpg,,/S/T/ST10000DM001.jpg,,/S/T/ST10000DM001.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649121726,item_weight=0.69,mpn=ST10000DM001,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/S/T/ST10000DM001.jpg,/S/T/ST10000DM001_1.jpg,/S/T/ST10000DM001_2.jpg",",ST10000DM001_1,ST10000DM001_2",,,,,,,,,,,
ST8000DM0004,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 8 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",559.0000,,,,seagate-barracuda-pro-hard-drive-8tb-st8000dm0004,,,,/S/T/ST8000DM0004.jpg,,/S/T/ST8000DM0004.jpg,,/S/T/ST8000DM0004.jpg,,/S/T/ST8000DM0004.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649116401,item_weight=0.65,mpn=ST8000DM0004,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",6.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/S/T/ST8000DM0004.jpg,/S/T/ST8000DM0004_1.jpg",",ST8000DM0004_1",,,,,,,,,,,
ST6000DM004,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 6 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",490.0000,,,,seagate-barracuda-pro-hard-drive-6tb-st6000dm004,,,,/8/1/81dSCAoUCBL._SL1500_.jpg,,/8/1/81dSCAoUCBL._SL1500_.jpg,,/8/1/81dSCAoUCBL._SL1500_.jpg,,/8/1/81dSCAoUCBL._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649110843,item_weight=0.78,mpn=ST6000DM004,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/8/1/81dSCAoUCBL._SL1500_.jpg,ST6000DM004_1,,,,,,,,,,,
ST4000DM006,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 4 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",299.0000,,,,seagate-barracuda-pro-hard-drive-4tb-st4000dm006,,,,/9/1/91_kSdTxWsL._SL1500_.jpg,,/9/1/91_kSdTxWsL._SL1500_.jpg,,/9/1/91_kSdTxWsL._SL1500_.jpg,,/9/1/91_kSdTxWsL._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649114643,item_weight=0.65,mpn=ST4000DM006,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",34.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/9/1/91_kSdTxWsL._SL1500_.jpg,ST4000DM006_1,,,,,,,,,,,
ST2000DM009,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate BarraCuda Pro 3.5"" Hard Drive 2 TB","<p><strong>Key Advantages:</strong></p><p><strong>Highest capacity.</strong> Up to 14TB means, you get the highest storage capacity available<br />in the 3.5-inch PC class.</p><p><br /><strong>Peace of mind.</strong> A 5-year limited warranty and 300TB/year workload limit means this drive has your back.</p><p><br /><strong>Incredible speed.</strong> Delivers 7200-RPM spin speed along with sustained data rates up<br />to 250MB/s and burst data rates of 6Gb/s.</p><p><br /><strong>Energy-efficient.</strong> This drive is one of the lowest-power 3.5-inch drives on the market.</p><p><strong>Ultimate protection. Bundled with Seagate</strong><br />&reg; Rescue Data Recovery Services, this drive is protected for 2 years against any mechanical, accidental, or natural disaster&mdash;with a 90% success rate for in-house recovery.</p><p><strong>History of reliability.</strong> For 20+ years, the Barracuda family has had a reputation for<br />complete reliability.</p><p><br /><strong>Optimized for creative pros.</strong> Designed and tuned for creative applications, these<br />drives feature higher random performance and drive reliability than typical PC<br />compute drives.</p><p><strong>Best-Fit Applications</strong><br />&nbsp;- Creative pros systems<br />- Desktop or all-in-one PCs<br />- Home servers<br />- Entry-level direct-attached storage devices (DAS)</p>",,,1,"Taxable Goods","Catalog, Search",208.0000,,,,seagate-barracuda-pro-hard-drive-2tb-st2000dm009,,,,/8/1/81okJrCmXRL._SL1500_.jpg,,/8/1/81okJrCmXRL._SL1500_.jpg,,/8/1/81okJrCmXRL._SL1500_.jpg,,/8/1/81okJrCmXRL._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649114636,item_weight=0.55,mpn=ST2000DM009,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",19.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/8/1/81okJrCmXRL._SL1500_.jpg,ST2000DM009_1,,,,,,,,,,,
ST2000LX001,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives,Default Category/Products/Computers & Accessories/Storage and Power /SSDs",base,"Seagate FireCuda 2 TB","<h3>Combining flash technology with a hard drive platform, the FireCuda&trade; 2.5 flash-accelerated hard drive represents the fastest 2.5-inch hard drive available.</h3><p><strong>Key Advantages:</strong></p><p><br /><strong>Flash-accelerated technology</strong> delivers blazing load speeds that allow for nonstop<br />performance, play and productivity up to 5&times; faster than standard HDDs.</p><p><br /><strong>Enormous 500GB, 1TB and 2TB</strong> options make FireCuda the highest-capacity<br />2.5-inch hard drive on the market, providing customers a high-performance<br />experience while being able to store massive amounts of data, all within a thin<br />7mm z-height.</p><p><br /><strong>Green Hybrid&trade; feature</strong> reduces device power consumption, helping users extend<br />their drive&rsquo;s life and keep their costs down with a power-efficient drive.</p><p><br /><strong>Multi-Tier Caching Technology&trade; (MTC)</strong> enhances performance by using NAND flash, DRAM and media caching technologies, enabling users to load applications and files even faster.</p><p><br /><strong>Adaptive Memory&trade; technology</strong> identifies frequently accessed data, thereby<br />providing the data faster, consuming less power and extending drive life.</p><p><br /><strong>The cutting edge never felt so safe&mdash;5-year limited warranty</strong> is best-in-class for hard drive warranties.</p><p><strong>Best-Fit Applications</strong><br />&bull; Mainstream PCs upgrades<br />&bull; High-performance PCs<br />&bull; PC gaming systems<br />&bull; Workstations<br />&bull; Creative professional systems</p>",,,1,"Taxable Goods","Catalog, Search",144.5500,,,,seagate-firecuda-2-tb-st2000lx001,,,,/8/1/81XZwBjVR5L._SL1500_.jpg,,/8/1/81XZwBjVR5L._SL1500_.jpg,,/8/1/81XZwBjVR5L._SL1500_.jpg,,/8/1/81XZwBjVR5L._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 3:51 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649071298,item_weight=0.1,mpn=ST2000LX001,specifications=Operating temperature:0,ts_dimensions_height=1.0000,ts_dimensions_length=10.0000,ts_dimensions_width=7.0000,warranty_length=5 Years Limited Warranty",136.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/8/1/81XZwBjVR5L._SL1500_.jpg,ST2000LX001_1,,,,,,,,,,,
ST1000LX015,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate FireCuda 1 TB","<h3>Combining flash technology with a hard drive platform, the FireCuda&trade; 2.5 flash-accelerated hard drive represents the fastest 2.5-inch hard drive available.</h3><p><strong>Key Advantages:</strong></p><p><br /><strong>Flash-accelerated technology</strong> delivers blazing load speeds that allow for nonstop<br />performance, play and productivity up to 5&times; faster than standard HDDs.</p><p><br /><strong>Enormous 500GB, 1TB and 2TB</strong> options make FireCuda the highest-capacity<br />2.5-inch hard drive on the market, providing customers a high-performance<br />experience while being able to store massive amounts of data, all within a thin<br />7mm z-height.</p><p><br /><strong>Green Hybrid&trade; feature</strong> reduces device power consumption, helping users extend<br />their drive&rsquo;s life and keep their costs down with a power-efficient drive.</p><p><br /><strong>Multi-Tier Caching Technology&trade; (MTC)</strong> enhances performance by using NAND flash, DRAM and media caching technologies, enabling users to load applications and files even faster.</p><p><br /><strong>Adaptive Memory&trade; technology</strong> identifies frequently accessed data, thereby<br />providing the data faster, consuming less power and extending drive life.</p><p><br /><strong>The cutting edge never felt so safe&mdash;5-year limited warranty</strong> is best-in-class for hard drive warranties.</p><p><strong>Best-Fit Applications</strong><br />&bull; Mainstream PCs upgrades<br />&bull; High-performance PCs<br />&bull; PC gaming systems<br />&bull; Workstations<br />&bull; Creative professional systems</p>",,,1,"Taxable Goods","Catalog, Search",108.9000,,,,seagate-firecuda-1-tb-st1000lx015,,,,/S/T/ST1000LX015.jpg,,/S/T/ST1000LX015.jpg,,/S/T/ST1000LX015.jpg,,/S/T/ST1000LX015.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649069073,item_weight=0.09,mpn=ST1000LX015,specifications=Operating temperature:0,ts_dimensions_height=1.0000,ts_dimensions_length=10.0000,ts_dimensions_width=7.0000,warranty_length=5 Years Limited Warranty",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/S/T/ST1000LX015.jpg,/S/T/ST1000LX015_1.jpg",",ST1000LX015_1",,,,,,,,,,,
ST500LX025,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate FireCuda 500 GB","<h3>Combining flash technology with a hard drive platform, the FireCuda&trade; 2.5 flash-accelerated hard drive represents the fastest 2.5-inch hard drive available.</h3><p><strong>Key Advantages:</strong></p><p><br /><strong>Flash-accelerated technology</strong> delivers blazing load speeds that allow for nonstop<br />performance, play and productivity up to 5&times; faster than standard HDDs.</p><p><br /><strong>Enormous 500GB, 1TB and 2TB</strong> options make FireCuda the highest-capacity<br />2.5-inch hard drive on the market, providing customers a high-performance<br />experience while being able to store massive amounts of data, all within a thin<br />7mm z-height.</p><p><br /><strong>Green Hybrid&trade; feature</strong> reduces device power consumption, helping users extend<br />their drive&rsquo;s life and keep their costs down with a power-efficient drive.</p><p><br /><strong>Multi-Tier Caching Technology&trade; (MTC)</strong> enhances performance by using NAND flash, DRAM and media caching technologies, enabling users to load applications and files even faster.</p><p><br /><strong>Adaptive Memory&trade; technology</strong> identifies frequently accessed data, thereby<br />providing the data faster, consuming less power and extending drive life.</p><p><br /><strong>The cutting edge never felt so safe&mdash;5-year limited warranty</strong> is best-in-class for hard drive warranties.</p><p><strong>Best-Fit Applications</strong><br />&bull; Mainstream PCs upgrades<br />&bull; High-performance PCs<br />&bull; PC gaming systems<br />&bull; Workstations<br />&bull; Creative professional systems</p>",,,1,"Taxable Goods","Catalog, Search",82.7900,,,,seagate-firecuda-500-gb-st500lx025,,,,/8/1/81PUcUlDqSL._SL1500_.jpg,,/8/1/81PUcUlDqSL._SL1500_.jpg,,/8/1/81PUcUlDqSL._SL1500_.jpg,,/8/1/81PUcUlDqSL._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 2:21 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649069103,item_weight=0.09,mpn=ST500LX025,specifications=Operating temperature:0,ts_dimensions_height=1.0000,ts_dimensions_length=10.0000,ts_dimensions_width=7.0000,warranty_length=5 Years Limited Warranty",47.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/8/1/81PUcUlDqSL._SL1500_.jpg,ST500LX025_1,,,,,,,,,,,
ST2000DX002,,Default,simple,"Default Category/Products/Computers & Accessories/Storage and Power /Hard Drives",base,"Seagate FireCuda 2 TB","<h2>FireCuda&trade; 3.5-inch solid-state hard drives blend SSD technology with an HDD platform for the instant-on performance and capacity you need.</h2><p><strong>Key Advantages:</strong><br /><br /><strong>Save time</strong> with a drive that boots in seconds, not minutes.</p><p><strong>A perfect upgrade for gamers</strong>, creative professionals and PC enthusiasts who want it all, now!</p><p><strong>Game up to 5x faste</strong>r than with traditional 7200-RPM hard drives, and eliminate the need to uninstall games in order to make room for new ones. Store up to 40 games per TB (at ~25GB per game).</p><p><br /><strong>SATA 6Gb/s</strong> interface speed.</p><p><br /><strong>Installs and operates</strong> like a standard hard drive. No additional drivers or<br />software required.</p><p><br /><strong>The cutting edge never felt so safe</strong>&mdash;5-year limited warranty is best-in-class for<br />hard drive warranties.</p><p><strong>Best-Fit Applications:</strong><br />&bull; Desktop PCs<br />&bull; PC gaming<br />&bull; Workstations<br />&bull; High-performance<br /> direct-attached storage<br /> (DAS) devices</p>",,,1,"Taxable Goods","Catalog, Search",144.5500,,,,seagate-firecuda-2-tb-st2000dx002,,,,/8/1/81V6cC0gnbL._SL1500_.jpg,,/8/1/81V6cC0gnbL._SL1500_.jpg,,/8/1/81V6cC0gnbL._SL1500_.jpg,,/8/1/81V6cC0gnbL._SL1500_.jpg,,"8/30/19, 3:34 PM","9/18/19, 3:51 PM",,,"Block after Info Column",,,,,,,,,,,,,"brands=Seagate,ean=763649110270,item_weight=0.54,mpn=ST2000DX002,specifications=Operating temperature:0,ts_dimensions_height=3.0000,ts_dimensions_length=15.0000,ts_dimensions_width=10.0000,warranty_length=5 Years Limited Warranty",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/8/1/81V6cC0gnbL._SL1500_.jpg,ST2000DX002_1,,,,,,,,,,,
